Date,Value
2012-10-29,0.0
2012-10-28,475257.612809
2012-10-27,171520.107488
2012-10-26,0.0
2012-10-25,1097740.37495
2012-10-24,767514.056473
2012-10-23,0.0
2012-10-22,554136.574263
2012-10-21,363254.837564
2012-10-20,0.0
2012-10-19,279328.467555
2012-10-18,303574.501237
2012-10-17,0.0
2012-10-16,509839.909836
2012-10-15,273315.255713
2012-10-14,0.0
2012-10-13,158414.651127
2012-10-12,174942.482024
2012-10-11,0.0
2012-10-10,281366.82658
2012-10-09,335935.723571
2012-10-08,0.0
2012-10-07,1197548.75805
2012-10-06,801645.479648
2012-10-05,0.0
2012-10-04,518737.52783
2012-10-03,420087.957022
2012-10-02,0.0
2012-10-01,600613.753164
2012-09-30,235193.565784
2012-09-29,0.0
2012-09-28,258006.809953
2012-09-27,323116.947437
2012-09-26,0.0
2012-09-25,270621.574509
2012-09-24,311960.865388
2012-09-23,0.0
2012-09-22,446867.44084
2012-09-21,215428.568342
2012-09-20,0.0
2012-09-19,382997.57666
2012-09-18,583585.795057
2012-09-17,0.0
2012-09-16,268742.536562
2012-09-15,377179.016987
2012-09-14,0.0
2012-09-13,472220.133219
2012-09-12,332370.471486
2012-09-11,0.0
2012-09-10,419908.004156
2012-09-09,407288.704718
2012-09-08,0.0
2012-09-07,339342.782875
2012-09-06,526861.52831
2012-09-05,0.0
2012-09-04,282718.707795
2012-09-03,356674.559583
2012-09-02,0.0
2012-09-01,199716.417663
2012-08-31,601947.78151
2012-08-30,0.0
2012-08-29,423186.059598
2012-08-28,689356.925143
2012-08-27,0.0
2012-08-26,1638081.55274
2012-08-25,339698.647247
2012-08-24,0.0
2012-08-23,471155.051966
2012-08-22,641114.69518
2012-08-21,0.0
2012-08-20,730786.46907
2012-08-19,2746175.55591
2012-08-18,0.0
2012-08-17,3208627.49691
2012-08-16,1444851.12853
2012-08-15,0.0
2012-08-14,661329.759446
2012-08-13,743549.812671
2012-08-12,0.0
2012-08-11,289226.208641
2012-08-10,367448.180524
2012-08-09,0.0
2012-08-08,915898.372534
2012-08-07,461723.277451
2012-08-06,0.0
2012-08-05,709410.202492
2012-08-04,575889.60323
2012-08-03,0.0
2012-08-02,1553677.20546
2012-08-01,528962.919603
2012-07-31,0.0
2012-07-30,695638.695739
2012-07-29,405296.121057
2012-07-28,0.0
2012-07-27,194334.796007
2012-07-26,237103.603393
2012-07-25,0.0
2012-07-24,350256.933479
2012-07-23,398218.93949
2012-07-22,0.0
2012-07-21,300378.076041
2012-07-20,1350688.65446
2012-07-19,0.0
2012-07-18,433033.304433
2012-07-17,1061472.88351
2012-07-16,0.0
2012-07-15,608643.124166
2012-07-14,145251.824347
2012-07-13,0.0
2012-07-12,748966.056105
2012-07-11,251974.99431
2012-07-10,0.0
2012-07-09,588869.641088
2012-07-08,227316.582666
2012-07-07,0.0
2012-07-06,198336.565287
2012-07-05,242774.801427
2012-07-04,0.0
2012-07-03,250947.418686
2012-07-02,477182.244209
2012-07-01,0.0
2012-06-30,156167.13193
2012-06-29,155703.311121
2012-06-28,0.0
2012-06-27,333193.569777
2012-06-26,228544.039315
2012-06-25,0.0
